ROTT,ROTT_min,ROTT_mean,ROTT_dev,ROTT_ROTT_mean,ROTT_ROTT_min,ROTT_min_mean,ROTT_ROTT_mean_dev,IAT,IATmin,IATmax,IATmean,IAT与最小值比,IAT与最大值比,IAT与平均值比,临近IAT比值,Numloss,丢包类别
0.00383,0.0038,0.00381,0.00002,1.005249,1.007895,0.997375328,1.010554,0.00089,0.00089,0.0016,0.001245,1,0.55625,0.7148594,0.55625,1,-1
0.00383,0.0038,0.003801,0.000029,1.00762,1.007895,0.999727842,1.015358,0.00095,0.00095,0.0016,0.0015768,1,0.59375,0.6024915,0.59375,2,-1
0.00384,0.0038,0.003809,0.000031,1.008263,1.010526,0.997760445,1.016664,0.00115,0.0008,0.0016,0.0015555,1.4375,0.71875,0.7393337,0.71875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003826,0.000004,1.001176,1.007895,0.993334205,1.002355,0.00086,0.0008,0.0016,0.0015005,1.075,0.5375,0.5731322,1.075,2,-1
0.00384,0.0038,0.003801,0.000039,1.010183,1.010526,0.999660557,1.020576,0.00138,0.00138,0.0016,0.0015927,1,0.8625,0.8664713,0.8625,1,-1
0.00383,0.0038,0.003815,0.000015,1.003932,1.007895,0.996068152,1.007895,0.00144,0.00144,0.00144,0.00144,1,1,1,0,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,0,1,1
0.0038,0.0038,0.003835,-0.000035,0.990892,1,0.990892257,0.981949,0.0016,0.0008,0.0016,0.0015304,2,1,1.0454502,1,1,-1
0.0038,0.0038,0.0038,0,0.999937,1,0.999936846,0.999874,0.0016,0.00157,0.0016,0.0015998,1.0191083,1,1.0001512,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999832,1,0.999832055,0.999664,0.0016,0.00157,0.0016,0.0015993,1.0191083,1,1.0004078,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003817,-0.000017,0.995653,1,0.995652951,0.991344,0.0016,0.0008,0.0016,0.0015628,2,1,1.0238095,1.0191083,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00425,0.0038,0.003853,0.000397,1.103156,1.118421,0.98635091,1.230041,0.00083,0.0008,0.0016,0.0015185,1.0375,0.51875,0.5465839,0.51875,3,-1
0.00412,0.0038,0.00381,0.00031,1.081365,1.084211,0.997375328,1.177143,0.00083,0.00083,0.0016,0.0015752,1,0.51875,0.5269302,0.51875,1,-1
0.00403,0.0038,0.003915,0.000115,1.029374,1.060526,0.970625798,1.060526,0.00083,0.00083,0.00083,0.00083,1,1,1,0,1,-1
0.00396,0.0038,0.003805,0.000155,1.040736,1.042105,0.99868594,1.084932,0.00083,0.00083,0.0016,0.0015752,1,0.51875,0.5269302,0.51875,1,-1
0.00384,0.0038,0.003801,0.000039,1.010214,1.010526,0.999690498,1.020638,0.00083,0.00083,0.0016,0.0015767,1,0.51875,0.5264271,0.51875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003802,0.000028,1.007398,1.007895,0.999506822,1.014906,0.00093,0.0008,0.0016,0.001564,1.1625,0.58125,0.5946412,0.58125,2,-1
0.00383,0.0038,0.003801,0.000029,1.007654,1.007895,0.999760823,1.015425,0.00099,0.00099,0.0016,0.0015809,1,0.61875,0.6262107,0.61875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003806,-0.000006,0.998492,1,0.998491558,0.996988,0.0016,0.0008,0.0016,0.0015698,2,1,1.0192308,1,1,1
0.00384,0.0038,0.003812,0.000028,1.007457,1.010526,0.996962165,1.015025,0.00124,0.0008,0.0016,0.001547,1.55,0.775,0.8015374,0.775,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00127,0.00127,0.0016,0.00159,1,0.79375,0.7987421,0.79375,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00131,0.00131,0.0016,0.0015912,1,0.81875,0.8232718,0.81875,1,-1
0.00384,0.0038,0.003801,0.000039,1.010214,1.010526,0.999690498,1.020638,0.00138,0.00138,0.0016,0.0015933,1,0.8625,0.8661088,0.8625,2,-1
0.00383,0.0038,0.003801,0.000029,1.007654,1.007895,0.999760823,1.015425,0.00144,0.00144,0.0016,0.001595,1,0.9,0.9028213,0.9,2,-1
0.00383,0.0038,0.003801,0.000029,1.007654,1.007895,0.999760823,1.015425,0.00153,0.00153,0.0016,0.0015978,1,0.95625,0.9575592,0.95625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003818,-0.000018,0.995349,1,0.995349334,0.990742,0.0016,0.0008,0.00162,0.0015667,2,0.9876543,1.0212766,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999798,1,0.999797612,0.999595,0.0016,0.00157,0.0016,0.0015992,1.0191083,1,1.0004937,1,1,1
0.0038,0.0038,0.003809,-0.000009,0.997737,1,0.997737493,0.995485,0.0016,0.0008,0.0016,0.0015828,2,1,1.0108696,1,1,1
0.00537,0.0038,0.003886,0.001484,1.382042,1.413158,0.977981127,2.236465,0.00083,0.00083,0.0016,0.0015408,1,0.51875,0.538692,1,1,-1
0.0038,0.0038,0.003805,-0.000005,0.998686,1,0.99868594,0.997375,0.0016,0.00154,0.0016,0.0015945,1.038961,1,1.0034208,1,1,-1
0.00533,0.0038,0.003901,0.001429,1.366189,1.402632,0.974018408,2.155515,0.00083,0.00083,0.0016,0.0015267,1,0.51875,0.5436681,1,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00434,0.0038,0.003841,0.000499,1.129998,1.142105,0.989399293,1.298846,0.00083,0.0008,0.0016,0.0015133,1.0375,0.51875,0.5484581,1.0375,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00418,0.0038,0.003839,0.000341,1.088799,1.1,0.989817665,1.194906,0.00083,0.0008,0.0016,0.0014871,1.0375,0.51875,0.5581172,0.5286624,1,-1
0.00409,0.0038,0.003809,0.000281,1.073673,1.076316,0.997544246,1.159064,0.00083,0.00083,0.0016,0.0015743,1,0.51875,0.5272073,0.51875,1,-1
0.00403,0.0038,0.003877,0.000153,1.039553,1.060526,0.98022356,1.082363,0.00083,0.00083,0.0016,0.001215,1,0.51875,0.6831276,0.51875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00386,0.0038,0.003806,0.000054,1.014201,1.015789,0.998436034,1.028811,0.00083,0.0008,0.0016,0.0015422,1.0375,0.51875,0.5381939,0.51875,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00086,0.00086,0.0016,0.0015776,1,0.5375,0.5451402,0.5375,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00476,0.0038,0.003864,0.000896,1.23195,1.252632,0.983489514,1.603997,0.0008,0.0008,0.0016,0.00152,1,0.5,0.5263158,0.9638554,1,-1
0.00383,0.0038,0.003801,0.000029,1.007646,1.007895,0.99975335,1.01541,0.00102,0.00102,0.0016,0.0015813,1,0.6375,0.6450428,0.6375,2,-1
0.0038,0.0038,0.003809,-0.000009,0.997703,1,0.997702658,0.995416,0.0016,0.00132,0.0016,0.001591,1.2121212,1,1.0056772,1,1,1
0.0038,0.0038,0.003815,-0.000015,0.996068,1,0.996068152,0.992167,0.0016,0.0008,0.0016,0.001554,2,1,1.029601,1,1,1
0.00383,0.0038,0.00381,0.00002,1.005124,1.007895,0.997250687,1.0103,0.00127,0.0008,0.0016,0.0015529,1.5875,0.79375,0.8178106,0.79375,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00131,0.00131,0.0016,0.0015912,1,0.81875,0.8232718,0.81875,1,-1
0.00384,0.0038,0.003801,0.000039,1.010214,1.010526,0.999690498,1.020638,0.00138,0.00138,0.0016,0.0015933,1,0.8625,0.8661088,0.8625,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,0,1,1
0.00527,0.0038,0.003874,0.001396,1.360439,1.386842,0.980961601,2.127144,0.0008,0.0008,0.0016,0.0015442,1,0.5,0.5180698,0.9638554,1,-1
0.00383,0.0038,0.003801,0.000029,1.007646,1.007895,0.99975335,1.01541,0.00153,0.00153,0.0016,0.0015977,1,0.95625,0.9576015,0.95625,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999803,1,0.999802671,0.999605,0.0016,0.00157,0.0016,0.0015992,1.0191083,1,1.000481,1,1,1
0.0038,0.0038,0.003813,-0.000013,0.996555,1,0.996554739,0.993133,0.0016,0.0008,0.0016,0.001568,2,1,1.0204082,1,2,-1
0.0038,0.0038,0.003802,-0.000002,0.999536,1,0.999535819,0.999072,0.0016,0.00154,0.0016,0.0015982,1.038961,1,1.0011377,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999862,1,0.999861515,0.999723,0.0016,0.00157,0.0016,0.0015995,1.0191083,1,1.0003349,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00527,0.0038,0.003821,0.001449,1.379243,1.386842,0.994520909,2.221875,0.00083,0.0008,0.0016,0.0015772,1.0375,0.51875,0.5262336,1,2,-1
0.00437,0.0038,0.003818,0.000552,1.144635,1.15,0.99533437,1.338182,0.00083,0.00083,0.0016,0.0015752,1,0.51875,0.5269302,0.51875,3,-1
0.00466,0.0038,0.003876,0.000784,1.202216,1.226316,0.980347523,1.506943,0.0008,0.0008,0.0016,0.0015291,1,0.5,0.5231867,0.9638554,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00408,0.00383,0.00401,0.00007,1.017456,1.065274,0.955112219,1.035533,0.00083,0.0008,0.00083,0.000815,1.0375,1,1.0184049,1.0375,2,-1
0.00396,0.0038,0.003805,0.000155,1.040692,1.042105,0.998643608,1.084836,0.00083,0.00083,0.0016,0.0015743,1,0.51875,0.5272073,0.51875,1,-1
0.0039,0.0038,0.00385,0.00005,1.012987,1.026316,0.987012987,1.026316,0.00083,0.00083,0.00083,0.00083,1,1,1,0,1,-1
0.00383,0.0038,0.003801,0.000029,1.007646,1.007895,0.99975335,1.01541,0.00085,0.00085,0.0016,0.0015758,1,0.53125,0.5394063,0.53125,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00095,0.00095,0.0016,0.0015803,1,0.59375,0.6011505,0.59375,2,-1
0.00383,0.0038,0.003801,0.000029,1.007654,1.007895,0.999760823,1.015425,0.00099,0.00099,0.0016,0.0015809,1,0.61875,0.6262107,0.61875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003878,-0.000077,0.980013,1,0.980012895,0.960809,0.00132,0.0008,0.00132,0.0010667,1.65,1,1.2375,1.65,1,1
0.00383,0.0038,0.003806,0.000024,1.006184,1.007895,0.998302482,1.012445,0.00121,0.0008,0.0016,0.0015689,1.5125,0.75625,0.7712379,0.75625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.00381,0.00002,1.0053,1.007895,0.997425673,1.010657,0.00131,0.0008,0.0016,0.0015629,1.6375,0.81875,0.8381633,0.81875,2,-1
0.00384,0.0038,0.003801,0.000039,1.010204,1.010526,0.999681122,1.020619,0.00138,0.00138,0.0016,0.0015931,1,0.8625,0.866222,0.8625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003818,0.000012,1.00313,1.007895,0.995272774,1.00628,0.00153,0.0008,0.0016,0.0015582,1.9125,0.95625,0.9818707,0.95625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003822,-0.000022,0.994353,1,0.994353395,0.98877,0.0016,0.0008,0.0016,0.0015568,2,1,1.0277778,1,1,-1
0.0038,0.0038,0.0038,0,0.999937,1,0.999936846,0.999874,0.0016,0.00157,0.0016,0.0015998,1.0191083,1,1.0001512,1,1,-1
0.0038,0.0038,0.0038,0,0.999937,1,0.999936846,0.999874,0.0016,0.00157,0.0016,0.0015998,1.0191083,1,1.0001512,1,1,1
0.0038,0.0038,0.003805,-0.000005,0.998579,1,0.998578653,0.997161,0.0016,0.0008,0.0016,0.0015899,2,1,1.0063694,1,2,-1
0.0038,0.0038,0.003802,-0.000002,0.999536,1,0.999535819,0.999072,0.0016,0.00154,0.0016,0.0015982,1.038961,1,1.0011377,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999781,1,0.99978075,0.999562,0.0016,0.00157,0.0016,0.0015991,1.0191083,1,1.000536,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0039,0.0038,0.003825,0.000075,1.019608,1.026316,0.993464052,1.04,0.0008,0.0008,0.0016,0.0015697,1,0.5,0.5096589,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0044,0.0038,0.003842,0.000558,1.145145,1.157895,0.988988989,1.339578,0.0009,0.0008,0.0016,0.001508,1.125,0.5625,0.596817,1.125,1,-1
0.0042,0.0038,0.003812,0.000387,1.101639,1.105263,0.996721311,1.226277,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,3,-1
0.0041,0.0038,0.003809,0.000291,1.076292,1.078947,0.997538966,1.165187,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,1,-1
0.004,0.0038,0.0039,0.0001,1.025641,1.052632,0.974358974,1.052632,0.0008,0.0008,0.0008,0.0008,1,1,1,0,1,-1
0.0039,0.0038,0.003803,0.000097,1.025472,1.026316,0.999178307,1.052277,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,1,-1
0.0039,0.0038,0.00385,0.00005,1.012987,1.026316,0.987012987,1.026316,0.0008,0.0008,0.0008,0.0008,1,1,1,0,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1.026316,0.999226605,1.052381,0.0009,0.0009,0.0016,0.0015788,1,0.5625,0.5700576,0.5625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0009,0.0009,0.0016,0.0015788,1,0.5625,0.5700576,0.5625,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.001,0.001,0.0016,0.0015812,1,0.625,0.6324111,0.625,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003802,-0.000002,0.999508,1,0.999508358,0.999017,0.0016,0.0008,0.0016,0.0015849,2,1,1.0095238,1,1,1
0.005,0.0038,0.00415,0.00085,1.204819,1.315789,0.915662651,1.515152,0.0008,0.0008,0.0016,0.0012,1,0.5,0.6666667,0.8888889,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0039,0.0038,0.003821,0.000079,1.020694,1.026316,0.994522215,1.042262,0.0014,0.0008,0.0016,0.001519,1.75,0.875,0.9216301,0.875,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0014,0.0014,0.0016,0.0015935,1,0.875,0.8785425,0.875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0054,0.0038,0.003857,0.001543,1.399904,1.421053,0.985117619,2.3328,0.0009,0.0008,0.0016,0.0015415,1.125,0.5625,0.5838433,1.125,1,-1
0.0038,0.0038,0.003809,-0.000009,0.997613,1,0.997613365,0.995238,0.0016,0.0015,0.0016,0.00159,1.0666667,1,1.0062893,1,1,-1
0.0044,0.0038,0.003827,0.000573,1.149644,1.157895,0.992874109,1.351955,0.0008,0.0008,0.0016,0.0015619,1,0.5,0.5121951,0.5,2,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1.131579,0.996028594,1.291174,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.00381,-0.00001,0.9975,1,0.9975,0.995012,0.0016,0.0008,0.0016,0.001561,2,1,1.025,1,1,1
0.004,0.0038,0.003812,0.000188,1.04918,1.052632,0.996721311,1.103448,0.0008,0.0008,0.0016,0.0015385,1,0.5,0.52,0.5,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003803,-0.000003,0.999289,1,0.999289268,0.99858,0.0016,0.0008,0.0016,0.0015556,2,1,1.0285714,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0039,0.0038,0.003803,0.000097,1.025632,1.026316,0.999334221,1.052614,0.0009,0.0008,0.0016,0.00155,1.125,0.5625,0.5806452,0.5625,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0009,0.0009,0.0016,0.0015781,1,0.5625,0.570297,0.5625,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.001,0.001,0.0016,0.0015812,1,0.625,0.6324111,0.625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0011,0.0011,0.0016,0.0015848,1,0.6875,0.6940727,0.6875,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1.026316,0.999226605,1.052381,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.75,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.75,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.75,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0013,0.0013,0.0016,0.0015909,1,0.8125,0.8171429,0.8125,2,-1
0.0039,0.0038,0.003803,0.000097,1.025498,1.026316,0.999203187,1.05233,0.0014,0.0014,0.0016,0.0015937,1,0.875,0.8784314,0.875,2,-1
0.0039,0.0038,0.003803,0.000097,1.025498,1.026316,0.999203187,1.05233,0.0015,0.0015,0.0016,0.0015969,1,0.9375,0.9393346,0.9375,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1.026316,0.999226605,1.052381,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003817,-0.000017,0.995541,1,0.995540691,0.991121,0.0016,0.0008,0.0016,0.0015652,2,1,1.0222222,1,1,1
0.0038,0.0038,0.003828,-0.000028,0.992685,1,0.992685475,0.985477,0.0016,0.0008,0.0016,0.0015333,2,1,1.0434783,1,1,1
0.0054,0.0038,0.003977,0.001423,1.357834,1.421053,0.955512573,2.114458,0.0009,0.0008,0.0016,0.001475,1.125,0.5625,0.6101695,1.125,1,-1
0.0038,0.0038,0.003809,-0.000009,0.997613,1,0.997613365,0.995238,0.0016,0.0015,0.0016,0.00159,1.0666667,1,1.0062893,1,1,-1
0.0044,0.0038,0.003827,0.000573,1.149644,1.157895,0.992874109,1.351955,0.0008,0.0008,0.0016,0.0015619,1,0.5,0.5121951,0.5,3,-1
0.0043,0.0038,0.003816,0.000484,1.126945,1.131579,0.995904996,1.290807,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,2,-1
0.0041,0.0038,0.003809,0.000291,1.076372,1.078947,0.997613365,1.165375,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5,2,-1
0.004,0.0038,0.003806,0.000194,1.050955,1.052632,0.998407643,1.107383,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5,1,-1
